Metadata: {"arch":"arm64","binary_sha256":"15def4fd8ea90eb175440651d6fc08997dc344597a38d5d41759ea5c3657a42b","binary_size":1806448,"console_log":"println","engine":"dmdscript","repository":"https://github.com/DigitalMars/DMDScript.git","revision":"45a0ba2b11162e90de7e96876289c3020ab208f5","revision_date":"2026-03-03","version":"2.1.3"}
compat-table/es2022/class-methods.private-accessor.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): class-methods.private-accessor.js(10) : Error: found 'class' instead of statement
compat-table/es2022/class-methods.private-instance.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): class-methods.private-instance.js(9) : Error: found 'class' instead of statement
compat-table/es2022/class-methods.private-static-accessor.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): class-methods.private-static-accessor.js(10) : Error: found 'class' instead of statement
compat-table/es2022/class-methods.private-static.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): class-methods.private-static.js(9) : Error: found 'class' instead of statement
compat-table/es2022/class-static-init-blocks.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): class-static-init-blocks.js(10) : Error: found 'ok' when expecting ';'
compat-table/es2022/ergonomic-brand-checks.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): ergonomic-brand-checks.js(9) : Error: found 'class' instead of statement
compat-table/es2022/regex.flags.d.constructor.js: failed: undead.regexp.RegExpException@/root/.dub/packages/undead/1.2.0/undead/src/undead/regexp.d(170): unrecognized attribute
compat-table/es2022/regex.flags.d.shows-in-flags.js: ReferenceError: Variable 'Proxy' is not defined
compat-table/es2023/Array.prototype.findLastIndex.js: TypeError: Object [object Object],[object Object],[object Object],[object Object].findLastIndex is undefined and has no Call method
compat-table/es2023/Array.prototype.findLast.js: TypeError: Object [object Object],[object Object],[object Object],[object Object].findLast is undefined and has no Call method
compat-table/es2023/Array.prototype.toReversed.js: TypeError: Object 1,2,3.toReversed is undefined and has no Call method
compat-table/es2023/Array.prototype.toSorted.js: TypeError: Object C,A,B.toSorted is undefined and has no Call method
compat-table/es2023/Array.prototype.toSpliced.js: TypeError: Object A,C.toSpliced is undefined and has no Call method
compat-table/es2023/Array.prototype.with.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): Array.prototype.with.js(11) : Error: identifier expected following '.', not 'with'
compat-table/es2023/TypedArray.prototype.toReversed.js: ReferenceError: Variable 'Uint8Array' is not defined
compat-table/es2023/TypedArray.prototype.toSorted.js: ReferenceError: Variable 'Uint8Array' is not defined
compat-table/es2023/TypedArray.prototype.with.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): TypedArray.prototype.with.js(11) : Error: identifier expected following '.', not 'with'
compat-table/es2023/hashbang.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): hashbang.js(1) : Error: unsupported char '#'
compat-table/es2024/ArrayBuffer.prototype.detached.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): ArrayBuffer.prototype.detached.js(10) : Error: found 'const' instead of statement
compat-table/es2024/ArrayBuffer.prototype.transferToFixedLength.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): ArrayBuffer.prototype.transferToFixedLength.js(10) : Error: found 'const' instead of statement
compat-table/es2024/ArrayBuffer.prototype.transfer.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): ArrayBuffer.prototype.transfer.js(10) : Error: found 'const' instead of statement
compat-table/es2024/Map.groupBy.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): Map.groupBy.js(10) : Error: found 'const' instead of statement
compat-table/es2024/Object.groupBy.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): Object.groupBy.js(10) : Error: found 'const' instead of statement
compat-table/es2024/Promise.withResolvers.js: ReferenceError: Variable 'Promise' is not defined
compat-table/es2024/regex.flags.v.constructor.js: failed: undead.regexp.RegExpException@/root/.dub/packages/undead/1.2.0/undead/src/undead/regexp.d(170): unrecognized attribute
compat-table/es2024/regex.flags.v.properties-of-strings.js: failed: undead.regexp.RegExpException@/root/.dub/packages/undead/1.2.0/undead/src/undead/regexp.d(170): unrecognized attribute
compat-table/es2024/regex.flags.v.set-notations.js: failed: undead.regexp.RegExpException@/root/.dub/packages/undead/1.2.0/undead/src/undead/regexp.d(170): unrecognized attribute
compat-table/es2024/regex.flags.v.shows-in-flags.js: ReferenceError: Variable 'Proxy' is not defined
compat-table/es2024/regex.flags.v.unicode-15.1.js: failed: undead.regexp.RegExpException@/root/.dub/packages/undead/1.2.0/undead/src/undead/regexp.d(170): unrecognized attribute
compat-table/es2024/regex.flags.v.unicode-16.0.js: failed: undead.regexp.RegExpException@/root/.dub/packages/undead/1.2.0/undead/src/undead/regexp.d(170): unrecognized attribute
compat-table/es2024/regex.flags.v.unicode-17.0.js: failed: undead.regexp.RegExpException@/root/.dub/packages/undead/1.2.0/undead/src/undead/regexp.d(170): unrecognized attribute
compat-table/es2025/Iterator.extends.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): Iterator.extends.js(10) : Error: found 'class' instead of statement
compat-table/es2025/Iterator.from.iterable.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): Iterator.from.iterable.js(10) : Error: found 'const' instead of statement
compat-table/es2025/Iterator.from.iterator.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): Iterator.from.iterator.js(10) : Error: found 'const' instead of statement
compat-table/es2025/Iterator.instanceof.js: TypeError: Object 1,2,3.values is undefined and has no Call method
compat-table/es2025/Iterator.prototype.Symbol.toStringTag.js: ReferenceError: Variable 'Iterator' is not defined
compat-table/es2025/Iterator.prototype.drop.js: TypeError: Object 1,2,3.values is undefined and has no Call method
compat-table/es2025/Iterator.prototype.every.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): Iterator.prototype.every.js(10) : Error: expression expected, not '>'
compat-table/es2025/Iterator.prototype.filter.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): Iterator.prototype.filter.js(10) : Error: expression expected, not '>'
compat-table/es2025/Iterator.prototype.find.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): Iterator.prototype.find.js(10) : Error: expression expected, not '>'
compat-table/es2025/Iterator.prototype.flatMap.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): Iterator.prototype.flatMap.js(10) : Error: expression expected, not '>'
compat-table/es2025/Iterator.prototype.forEach.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): Iterator.prototype.forEach.js(10) : Error: found 'result' when expecting ';'
compat-table/es2025/Iterator.prototype.map.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): Iterator.prototype.map.js(10) : Error: expression expected, not '>'
compat-table/es2025/Iterator.prototype.reduce.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): Iterator.prototype.reduce.js(10) : Error: expression expected, not '>'
compat-table/es2025/Iterator.prototype.some.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): Iterator.prototype.some.js(10) : Error: expression expected, not '>'
compat-table/es2025/Iterator.prototype.take.js: TypeError: Object 1,2,3.values is undefined and has no Call method
compat-table/es2025/Iterator.prototype.toArray.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): Iterator.prototype.toArray.js(10) : Error: found 'const' instead of statement
compat-table/es2025/Promise.try.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): Promise.try.js(50) : Error: identifier expected following '.', not 'try'
compat-table/es2025/RegExp.escape.js: TypeError: Object function RegExp() { [native code] }.escape is undefined and has no Call method
compat-table/es2025/Set.prototype.difference.js: ReferenceError: Variable 'Set' is not defined
compat-table/es2025/Set.prototype.intersection.js: ReferenceError: Variable 'Set' is not defined
compat-table/es2025/Set.prototype.isDisjointFrom.js: ReferenceError: Variable 'Set' is not defined
compat-table/es2025/Set.prototype.isSubsetOf.js: ReferenceError: Variable 'Set' is not defined
compat-table/es2025/Set.prototype.isSupersetOf.js: ReferenceError: Variable 'Set' is not defined
compat-table/es2025/Set.prototype.symmetricDifference.js: ReferenceError: Variable 'Set' is not defined
compat-table/es2025/Set.prototype.union.js: ReferenceError: Variable 'Set' is not defined
compat-table/es2025/regex.duplicate-named-groups.js: failed: undead.regexp.RegExpException@/root/.dub/packages/undead/1.2.0/undead/src/undead/regexp.d(170): *+? not allowed in atom
compat-table/es2025/regex.pattern-modifiers.i.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): regex.pattern-modifiers.i.js(9) : Error: found 'const' instead of statement
compat-table/es2025/regex.pattern-modifiers.m.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): regex.pattern-modifiers.m.js(9) : Error: found 'const' instead of statement
compat-table/es2025/regex.pattern-modifiers.s.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): regex.pattern-modifiers.s.js(9) : Error: found 'const' instead of statement
compat-table/intl/Array.prototype.toLocaleString.js: OK
compat-table/intl/Date.prototype.toLocaleDateString.js: OK
compat-table/intl/Date.prototype.toLocaleString.js: OK
compat-table/intl/Date.prototype.toLocaleTimeString.js: OK
compat-table/intl/Intl.Collator.js: ReferenceError: Variable 'Intl' is not defined
compat-table/intl/Intl.Collator.new-instances.js: ReferenceError: Variable 'Intl' is not defined
compat-table/intl/Intl.Collator.prototype.compare.js: ReferenceError: Variable 'Intl' is not defined
compat-table/intl/Intl.Collator.prototype.resolvedOptions.js: ReferenceError: Variable 'Intl' is not defined
compat-table/intl/Intl.Collator.rejects-invalid-tags.js: ReferenceError: Variable 'Intl' is not defined
compat-table/intl/Intl.Collator.valid-tags.js: failed
compat-table/intl/Intl.Collator.without-new.js: ReferenceError: Variable 'Intl' is not defined
compat-table/intl/Intl.DateTimeFormat.iana-timezones.js: failed
compat-table/intl/Intl.DateTimeFormat.js: ReferenceError: Variable 'Intl' is not defined
compat-table/intl/Intl.DateTimeFormat.new-instances.js: ReferenceError: Variable 'Intl' is not defined
compat-table/intl/Intl.DateTimeFormat.rejects-invalid-tags.js: ReferenceError: Variable 'Intl' is not defined
compat-table/intl/Intl.DateTimeFormat.resolvedOptions.timeZone-default.js: ReferenceError: Variable 'Intl' is not defined
compat-table/intl/Intl.DateTimeFormat.valid-tags.js: failed
compat-table/intl/Intl.DateTimeFormat.without-new.js: ReferenceError: Variable 'Intl' is not defined
compat-table/intl/Intl.NumberFormat.js: ReferenceError: Variable 'Intl' is not defined
compat-table/intl/Intl.NumberFormat.new-instances.js: ReferenceError: Variable 'Intl' is not defined
compat-table/intl/Intl.NumberFormat.rejects-invalid-tags.js: ReferenceError: Variable 'Intl' is not defined
compat-table/intl/Intl.NumberFormat.valid-tags.js: failed
compat-table/intl/Intl.NumberFormat.without-new.js: ReferenceError: Variable 'Intl' is not defined
compat-table/intl/Intl.js: failed
compat-table/intl/Intl.prototype.js: ReferenceError: Variable 'Intl' is not defined
compat-table/intl/Number.prototype.toLocaleString.js: OK
compat-table/intl/Object.prototype.toLocaleString.js: OK
compat-table/intl/String.prototype.localeCompare.js: OK
compat-table/next/Array.isTemplateObject.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): Array.isTemplateObject.js(10) : Error: expression expected, not '>'
compat-table/next/AsyncDisposableStack.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): AsyncDisposableStack.js(47) : Error: found '[' when expecting ':'
compat-table/next/AsyncIterator.extends.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): AsyncIterator.extends.js(9) : Error: found 'class' instead of statement
compat-table/next/AsyncIterator.from.async-iterable.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): AsyncIterator.from.async-iterable.js(44) : Error: found 'function' when expecting ';'
compat-table/next/AsyncIterator.from.iterable.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): AsyncIterator.from.iterable.js(44) : Error: found 'function' when expecting ';'
compat-table/next/AsyncIterator.from.iterator.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): AsyncIterator.from.iterator.js(44) : Error: found 'function' when expecting ';'
compat-table/next/AsyncIterator.instanceof.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): AsyncIterator.instanceof.js(9) : Error: found 'function' when expecting ''
compat-table/next/AsyncIterator.prototype.Symbol.toStringTag.js: ReferenceError: Variable 'AsyncIterator' is not defined
compat-table/next/AsyncIterator.prototype.drop.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): AsyncIterator.prototype.drop.js(44) : Error: found 'function' when expecting ';'
compat-table/next/AsyncIterator.prototype.every.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): AsyncIterator.prototype.every.js(44) : Error: found 'function' when expecting ''
compat-table/next/AsyncIterator.prototype.filter.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): AsyncIterator.prototype.filter.js(44) : Error: found 'function' when expecting ';'
compat-table/next/AsyncIterator.prototype.find.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): AsyncIterator.prototype.find.js(44) : Error: found 'function' when expecting ''
compat-table/next/AsyncIterator.prototype.flatMap.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): AsyncIterator.prototype.flatMap.js(44) : Error: found 'function' when expecting ';'
compat-table/next/AsyncIterator.prototype.forEach.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): AsyncIterator.prototype.forEach.js(44) : Error: found 'result' when expecting ';'
compat-table/next/AsyncIterator.prototype.map.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): AsyncIterator.prototype.map.js(44) : Error: found 'function' when expecting ';'
compat-table/next/AsyncIterator.prototype.reduce.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): AsyncIterator.prototype.reduce.js(44) : Error: found 'function' when expecting ''
compat-table/next/AsyncIterator.prototype.some.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): AsyncIterator.prototype.some.js(44) : Error: found 'function' when expecting ''
compat-table/next/AsyncIterator.prototype.take.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): AsyncIterator.prototype.take.js(44) : Error: found 'function' when expecting ';'
compat-table/next/AsyncIterator.prototype.toArray.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): AsyncIterator.prototype.toArray.js(44) : Error: found 'function' when expecting ''
compat-table/next/DisposableStack.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): DisposableStack.js(12) : Error: identifier expected
compat-table/next/Map.prototype.upsert.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): Map.prototype.upsert.js(9) : Error: found 'const' instead of statement
compat-table/next/RegExp.1-9.js: OK
compat-table/next/RegExp.lastMatch.js: OK
compat-table/next/ShadowRealm.js: failed
compat-table/next/SuppressedError.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): SuppressedError.js(13) : Error: found '_1' when expecting ';'
compat-table/next/Uint8Array.fromBase64.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): Uint8Array.fromBase64.js(10) : Error: found 'const' instead of statement
compat-table/next/Uint8Array.fromHex.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): Uint8Array.fromHex.js(10) : Error: found 'const' instead of statement
compat-table/next/Uint8Array.setFromBase64.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): Uint8Array.setFromBase64.js(10) : Error: found 'const' instead of statement
compat-table/next/Uint8Array.setFromHex.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): Uint8Array.setFromHex.js(10) : Error: found 'const' instead of statement
compat-table/next/Uint8Array.toBase64.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): Uint8Array.toBase64.js(10) : Error: found 'const' instead of statement
compat-table/next/Uint8Array.toHex.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): Uint8Array.toHex.js(10) : Error: found 'const' instead of statement
compat-table/next/WeakMap.prototype.upsert.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): WeakMap.prototype.upsert.js(9) : Error: found 'const' instead of statement
compat-table/next/await-using.for-of.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): await-using.for-of.js(46) : Error: found '[' when expecting ':'
compat-table/next/await-using.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): await-using.js(44) : Error: found 'function' when expecting ''
compat-table/next/class-decorators.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): class-decorators.js(9) : Error: found 'class' instead of statement
compat-table/next/function.sent.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): function.sent.js(10) : Error: found '*' when expecting '('
compat-table/next/throw-expr.arrow.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): throw-expr.arrow.js(9) : Error: expression expected, not ''
compat-table/next/throw-expr.conditional.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): throw-expr.conditional.js(9) : Error: expression expected, not 'throw'
compat-table/next/throw-expr.logical.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): throw-expr.logical.js(11) : Error: expression expected, not 'throw'
compat-table/next/throw-expr.param-init.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): throw-expr.param-init.js(9) : Error: found '=' when expecting ''
compat-table/next/using.for-of.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): using.for-of.js(11) : Error: identifier expected
compat-table/next/using.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): using.js(11) : Error: identifier expected
